dataset,backbone,input_source,n_train_seeds,n_placements,D_uncentred,D_uncentred_ci_low,D_uncentred_ci_high,D_uncentred_positive,score_support_status,D_KRIN,D_KRIN_ci_low,D_KRIN_ci_high,D_KRIN_positive,R,R_ci_low,R_ci_high,R_positive
Chicago,SPIN-s,matched,3,5,1.0582625494258033,0.56065390024178829,1.4710249506965731,15,unverified,0.00011825564999087637,-0.00017143092179608594,0.00045814554923054491,8,1.0581442937758123,0.56068684651700051,1.4708366802894253,15
Chicago,IGNNK-R,matched,3,5,0.41255576015960449,0.3525170226513204,0.48363130761893036,15,unverified,-9.602904311403945e-05,-0.00038076671724280865,0.00018351798095997724,6,0.4126517892027185,0.35272144372388875,0.48377394539958557,15
Subway,SPIN-s,matched,3,5,1.3792656826502574,1.1607710394440971,1.5684621158148093,15,unverified,-2.2156870533485141e-05,-0.00030260800040777803,0.00023112883626688803,9,1.379287839520791,1.1607293325631709,1.5682388053670526,15
Subway,IGNNK-R,matched,3,5,0.40843271026273864,0.24365007502276809,0.53172591519607471,15,unverified,-2.866536813080541e-06,-0.00018021816436188942,0.00021091845901262859,9,0.40843557679955167,0.24366100631440463,0.53180712913073136,15
