dataset,model,train_seed,placement_seed,shift,coverage,MAE,snaive7,common_mode,n_target,n_observed,realised_shift,model_score_policy,n_scored,n_all_valid,MAE_all_valid,previous_MAE,replay_MAE_difference,prediction_file,prediction_sha256
mta,spin_c,0,2,regional shift,inside,138.89839790200378,264.13977887494093,166.27817808148609,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,138.91013881321553,140.61742464026889,-1.7072858270533686,results_mta/coverage_matched_predictions/spin_c_ts0_p2_regional_shift_inside.npz,1b85598427c89b607e5998631348ff7a4e6b722afd24020c1b52063cda9a56b1
mta,spin_c,0,2,regional shift,outside,141.45794077288724,264.13977887494093,167.68460021856967,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,141.47451070331374,145.27906732486085,-3.8045566215471065,results_mta/coverage_matched_predictions/spin_c_ts0_p2_regional_shift_outside.npz,2a6453df7cee691058a57c57e37124a424c07c02571190c110bb7945e3e03841
mta,spin_c,0,3,regional shift,inside,130.39746473575633,249.55521391779669,154.53149023371401,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,130.51058945692145,129.67511163645915,0.83547782046230157,results_mta/coverage_matched_predictions/spin_c_ts0_p3_regional_shift_inside.npz,8d3f6b4d0e481df1598760102caf7e64f5f9375e414c31f900c12ccb5b9f2f0b
mta,spin_c,0,3,regional shift,outside,130.50273700298277,249.55521391779669,154.42793466022005,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,130.64378919588916,131.11523837667454,-0.47144918078538461,results_mta/coverage_matched_predictions/spin_c_ts0_p3_regional_shift_outside.npz,924abb55aa7b32bef5ae32dceb9440b0bdfd38d084cbcd08b25ed88ded8c00eb
mta,spin_c,0,4,regional shift,inside,127.45485085040714,243.52511163645917,152.6169901479139,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,127.47689814206932,128.70155921743697,-1.224661075367635,results_mta/coverage_matched_predictions/spin_c_ts0_p4_regional_shift_inside.npz,0b311371c022e72cd74dc44df2651baed924362f4f1b5d32054ef17401ef28da
mta,spin_c,0,4,regional shift,outside,124.5990004022196,243.52511163645917,150.97627092231934,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,124.60637822511818,127.38624934348741,-2.7798711183692286,results_mta/coverage_matched_predictions/spin_c_ts0_p4_regional_shift_outside.npz,6588862219f358dcfdd438d5c5a6ab993f98a4b3abe58c08f80cd9b9c0ed38d5
mta,spin_c,1,0,no shift,inside,490.26763686251314,993.22397476340689,615.58343963507525,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,490.29943729639552,493.09882697562,-2.7993896792244755,results_mta/coverage_matched_predictions/spin_c_ts1_p0_no_shift_inside.npz,17dc276d1658be9c65f2c1eb8bf3b999aa3184e386013a4b233c938fcd6ab92e
mta,spin_c,1,0,no shift,outside,503.9795544164038,993.22397476340689,623.27623474511495,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,503.99286563419503,507.13592239386298,-3.1430567596679566,results_mta/coverage_matched_predictions/spin_c_ts1_p0_no_shift_outside.npz,729f178be44a7278c255d86d381e7f13eddae2c6b6be4f3c230a4aadd703d6d2
mta,spin_c,1,1,no shift,inside,465.63787136681378,946.07442447177561,638.72481956601712,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,465.73413202653006,471.38957184134489,-5.6554398148148266,results_mta/coverage_matched_predictions/spin_c_ts1_p1_no_shift_inside.npz,9317b17a52a7070a21172521a1235d71fd154524906e794ffe93849c0da93de3
mta,spin_c,1,1,no shift,outside,465.32716825002632,946.07442447177561,640.8436092925723,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,465.39968068689257,469.06514315734177,-3.6654624704491998,results_mta/coverage_matched_predictions/spin_c_ts1_p1_no_shift_outside.npz,33ae3050722703436d4efd345e8ecaf912f3adfeda547a3a0f2c89d7c4b8aae0
mta,spin_c,1,2,no shift,inside,528.54142565917323,1056.5591154997635,665.21950427652689,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,528.50692465996224,532.24312703497537,-3.7362023750131361,results_mta/coverage_matched_predictions/spin_c_ts1_p2_no_shift_inside.npz,0a4fd640ff482250b949f353fb7aaf805f01eff98e675827c89e49868d279f13
mta,spin_c,1,2,no shift,outside,539.59780664031723,1056.5591154997635,670.7288228025842,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,539.56103038677657,542.03580900115537,-2.4747786143788062,results_mta/coverage_matched_predictions/spin_c_ts1_p2_no_shift_outside.npz,de3f94578ca9730d07a11237e0472ded5429d43b4d74a697c3dc0648eede91dc
mta,spin_c,1,3,no shift,inside,492.12518970750551,998.22085567118688,618.1920085298035,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,492.2117505581823,499.65594299973731,-7.4441924415550034,results_mta/coverage_matched_predictions/spin_c_ts1_p3_no_shift_inside.npz,fd7693d38d475b4f8ebf7728e2200aef9f135efe32a6cdd6815855d344cb231e
mta,spin_c,1,3,no shift,outside,496.88878705455687,998.22085567118688,617.71818118853855,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,496.9868925663252,503.19697924875231,-6.2100866824271179,results_mta/coverage_matched_predictions/spin_c_ts1_p3_no_shift_outside.npz,925364a98c7d66c1f21a575b23a56f382f2f63c01cb76a6f634902e9d6cc4b27
mta,spin_c,1,4,no shift,inside,485.62005187811923,974.10044654583646,610.53154901284825,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,485.59953059348737,489.40471376050414,-3.8051831670168208,results_mta/coverage_matched_predictions/spin_c_ts1_p4_no_shift_inside.npz,bfbfc1fa9bea6547723142d3b1582bb6a27ca7e4ea64221f74eea10665e83d18
mta,spin_c,1,4,no shift,outside,483.8117021276596,974.10044654583646,603.90173912763157,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,483.7480928308824,486.45599396008402,-2.707901129201673,results_mta/coverage_matched_predictions/spin_c_ts1_p4_no_shift_outside.npz,0e2c8284a021b22e1af06d1db2265f8c43f0694f4ec69504dbd5eda3a543325f
mta,spin_c,1,0,regional shift,inside,122.68484880224764,248.30599369085169,153.8801707664139,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,122.78226863801756,123.46387827080706,-0.68160963278950237,results_mta/coverage_matched_predictions/spin_c_ts1_p0_regional_shift_inside.npz,818efff88b753ba7b806494a1840ff98c7212e9418c5e449aef539fc11b93194
mta,spin_c,1,0,regional shift,outside,126.04534371713986,248.30599369085169,155.82280772812058,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,126.15169393981188,126.92664985287936,-0.77495591306747247,results_mta/coverage_matched_predictions/spin_c_ts1_p0_regional_shift_outside.npz,7fa941e0ba88e06b1a693520464e80968dd35c237348633ea27fd32d622073a9
mta,spin_c,1,1,regional shift,inside,116.42142495795228,236.51860611794388,159.65467919311348,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,116.54453884292091,117.95829557394272,-1.4137567310217918,results_mta/coverage_matched_predictions/spin_c_ts1_p1_regional_shift_inside.npz,1390ea1c4f8575decb006da9ef1a435464894e3a8638efd16a0ee72551e29b4d
mta,spin_c,1,1,regional shift,outside,116.38326438984812,236.51860611794388,160.21150760772235,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,116.49862096138692,117.41785198318888,-0.91923102180196281,results_mta/coverage_matched_predictions/spin_c_ts1_p1_regional_shift_outside.npz,d43c10d0024bab921217c30fe9ee4a32a4dc7fd94d13a19ee7c762297d1e60bb
mta,spin_c,1,2,regional shift,inside,132.29431980080361,264.13977887494093,166.27817808148609,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,132.30242687217728,133.25072865245247,-0.94830178027518741,results_mta/coverage_matched_predictions/spin_c_ts1_p2_regional_shift_inside.npz,1788e31b6bff4b92538d6cd8281b0aab4de4f4dc37792bb81043e88be0411800
mta,spin_c,1,2,regional shift,outside,134.98400630777616,264.13977887494093,167.68460021856967,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,134.9940753909122,135.63374382942968,-0.63966843851747512,results_mta/coverage_matched_predictions/spin_c_ts1_p2_regional_shift_outside.npz,1d45a1116e1cfb66cee9020972d4ca4133272d5e438c307af117f09d93aa1b01
mta,spin_c,1,3,regional shift,inside,123.05274936271418,249.55521391779669,154.53149023371401,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,123.15313854412923,125.04232991857106,-1.8891913744418216,results_mta/coverage_matched_predictions/spin_c_ts1_p3_regional_shift_inside.npz,7fe3c3a2c927b4efab0f9812bd23e2d12e71a71cd0c557996b911c0d5066208c
mta,spin_c,1,3,regional shift,outside,124.19330209318828,249.55521391779669,154.42793466022005,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,124.31268223010244,125.87641187286576,-1.5637296427633205,results_mta/coverage_matched_predictions/spin_c_ts1_p3_regional_shift_outside.npz,44f1f60ce949d57df594fd88e920cf5231e8bde97949efa56fde6e8768925373
mta,spin_c,1,4,regional shift,inside,121.63951273969003,243.52511163645917,152.6169901479139,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,121.65590738248424,122.60345325630252,-0.94754587381827082,results_mta/coverage_matched_predictions/spin_c_ts1_p4_regional_shift_inside.npz,16ed2c6871791058dcf57eb6eeb884fe204a56fbf0bfda610a4f885eeb77d26d
mta,spin_c,1,4,regional shift,outside,121.02311921296295,243.52511163645917,150.97627092231934,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,121.02395799139968,121.71240972951681,-0.68845173811712346,results_mta/coverage_matched_predictions/spin_c_ts1_p4_regional_shift_outside.npz,aca0ac888990b6f6cf474ba0dc0e0e71d52110fc2ab2e734512093aa3bf7a247
mta,spin_c,2,0,no shift,inside,497.43377448080969,993.22397476340689,615.58343963507525,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,497.48205243143127,491.90969813997481,5.5723542914564632,results_mta/coverage_matched_predictions/spin_c_ts2_p0_no_shift_inside.npz,4f7654cc3e9c9bd754f09e1726ec856b775e03fd0c0c10f839c73086bc2589c3
mta,spin_c,2,0,no shift,outside,505.16216975552049,993.22397476340689,623.27623474511495,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,505.20947778741066,506.11693463640177,-0.90745684899115975,results_mta/coverage_matched_predictions/spin_c_ts2_p0_no_shift_outside.npz,ed20b9cd8f5daed89b2f4c68fc7be183cf02765628bd297e3490001fcb4629d0
mta,spin_c,2,1,no shift,inside,469.19130893251338,946.07442447177561,638.72481956601712,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,469.2985011163646,462.09837142106647,7.2001296952981306,results_mta/coverage_matched_predictions/spin_c_ts2_p1_no_shift_inside.npz,974fa97963091356eda3360e9154e59df50014ba9b7603d4febf690dcfe5c26a
mta,spin_c,2,1,no shift,outside,468.11656910280664,946.07442447177561,640.8436092925723,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,468.22237818492249,465.21606251641714,3.0063156685053518,results_mta/coverage_matched_predictions/spin_c_ts2_p1_no_shift_outside.npz,fc07edf31986f05d5815473f49b806dab8eeb6ec16707495ecc729683d73f5ce
mta,spin_c,2,2,no shift,inside,538.61004385734543,1056.5591154997635,665.21950427652689,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,538.56361103087909,533.30695305115012,5.2566579797289705,results_mta/coverage_matched_predictions/spin_c_ts2_p2_no_shift_inside.npz,e232ddafae950ea52b93de02f917fd62356da471329dd1c4aa435b9fc952cd72
mta,spin_c,2,2,no shift,outside,545.87019243395139,1056.5591154997635,670.7288228025842,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,545.82741768196615,550.85296318664007,-5.0255455046739135,results_mta/coverage_matched_predictions/spin_c_ts2_p2_no_shift_outside.npz,ff84f046d3be3babbfefdf55526c3c971b8fdd0d291d6bdc5d851e9ba5480e2d
mta,spin_c,2,3,no shift,inside,501.65654072059289,998.22085567118688,618.1920085298035,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,501.76098141581298,495.22362752823744,6.5373538875755344,results_mta/coverage_matched_predictions/spin_c_ts2_p3_no_shift_inside.npz,1ec079f458595734dc07cdac053e9e7e88d99603c3e110f5039c760e7e7e1d3b
mta,spin_c,2,3,no shift,outside,499.85989895406288,998.22085567118688,617.71818118853855,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,499.98056376411881,493.73587470449166,6.244689059627035,results_mta/coverage_matched_predictions/spin_c_ts2_p3_no_shift_outside.npz,5a2f66f09c3514f06022f4a134777a0981609c83fb14c23217f5eed8d6c0722b
mta,spin_c,2,4,no shift,inside,490.19428437746257,974.10044654583646,610.53154901284825,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,490.15376592043066,484.57373949579829,5.580026424632365,results_mta/coverage_matched_predictions/spin_c_ts2_p4_no_shift_inside.npz,1fe10b7fdcc2d27f1eb6e3711b910dcfd0d4092fe3bb5038e6cbfc62318923ff
mta,spin_c,2,4,no shift,outside,485.10363967691097,974.10044654583646,603.90173912763157,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,485.037823332458,477.75242909663865,7.2853942358193535,results_mta/coverage_matched_predictions/spin_c_ts2_p4_no_shift_outside.npz,4a1a6c31f6e955450bd1a27a8e70d297f809618a4ec2538d9e107930eff1c873
mta,spin_c,2,0,regional shift,inside,124.44898564833072,248.30599369085169,153.8801707664139,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,124.56637074236812,123.23709903058008,1.3292717117880386,results_mta/coverage_matched_predictions/spin_c_ts2_p0_regional_shift_inside.npz,f38cdce4f9fd583d6b7f8b3b0c8ed2ab912a39b0eac1a2453e9a52060591e36e
mta,spin_c,2,0,regional shift,outside,126.4129050013144,248.30599369085169,155.82280772812058,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,126.5399512170292,126.77607614806639,-0.2361249310371818,results_mta/coverage_matched_predictions/spin_c_ts2_p0_regional_shift_outside.npz,040bb2729067f2f76e488c2c7c3558484e25b37e1c93943529e0cdae9d3c8ef0
mta,spin_c,2,1,regional shift,inside,117.25164269453644,236.51860611794388,159.65467919311348,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,117.39236911446019,115.66430588389808,1.7280632305621282,results_mta/coverage_matched_predictions/spin_c_ts2_p1_regional_shift_inside.npz,ff0a9000b7077d5939c23c95da51bf0fca692a5fa6900ea8b3cf4b185a373222
mta,spin_c,2,1,regional shift,outside,117.10872169991065,236.51860611794388,160.21150760772235,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,117.2423184265826,116.5053306409246,0.73698778565801604,results_mta/coverage_matched_predictions/spin_c_ts2_p1_regional_shift_outside.npz,e75245cc2cf951cf64e58cf6d3eb9cb7a8003e53a9fe50abb59f22beecbbdd54
mta,spin_c,2,2,regional shift,inside,134.79591356885865,264.13977887494093,166.27817808148609,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,134.81014172618421,133.50176419231173,1.3083775338724877,results_mta/coverage_matched_predictions/spin_c_ts2_p2_regional_shift_inside.npz,d1b69ef10405bd6dd252d9270a45b8616ec9daa51fea64b36607bde70e92e45d
mta,spin_c,2,2,regional shift,outside,136.65161764995534,264.13977887494093,167.68460021856967,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,136.66938830939503,137.9505730753072,-1.2811847659121725,results_mta/coverage_matched_predictions/spin_c_ts2_p2_regional_shift_outside.npz,39df142c321254acf744406c450f0f24a9dc2351665f432cc22840213f4cd123
mta,spin_c,2,3,regional shift,inside,125.39025667179124,249.55521391779669,154.53149023371401,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,125.5095555883898,123.88927469135804,1.6202808970317619,results_mta/coverage_matched_predictions/spin_c_ts2_p3_regional_shift_inside.npz,111211e68528dff50907312c1b97f0bcdd060514ec669b2f4a8f0d256fa6e541
mta,spin_c,2,3,regional shift,outside,124.97821812913908,249.55521391779669,154.42793466022005,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,125.11395045311268,123.56909968479115,1.5448507683215382,results_mta/coverage_matched_predictions/spin_c_ts2_p3_regional_shift_outside.npz,918b174128ef950fa8f6cd322b6872af4bb4ae99ea53a95b5f3cd245a102c6d9
mta,spin_c,2,4,regional shift,inside,122.80137534475963,243.52511163645917,152.6169901479139,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,122.82190413274684,121.40563944327732,1.4162646894695283,results_mta/coverage_matched_predictions/spin_c_ts2_p4_regional_shift_inside.npz,d70c92a6ea304020e97ea1411bdaeab69add326bb67c9b8b830480c20bdf5cf3
mta,spin_c,2,4,regional shift,outside,121.45770414696612,243.52511163645917,150.97627092231934,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,121.46722771139706,119.64304753151259,1.8241801798844648,results_mta/coverage_matched_predictions/spin_c_ts2_p4_regional_shift_outside.npz,ee7003e10666d4b9d69e207465b1be785eec38a027396a9df456d242aedfdb8a
mta,ignnk_off,0,0,no shift,inside,1060.3085395307571,993.22397476340689,615.58343963507514,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,1060.0469899379991,1060.0469899379991,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p0_no_shift_inside.npz,21e7de52da3e954ee35f70a1c5c25921b75b09e0b34a1a3da2a9b6e732f8dc2d
mta,ignnk_off,0,0,no shift,outside,1063.0147077911408,993.22397476340689,623.27623474511495,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,1062.7458363709804,1062.7458363709804,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p0_no_shift_outside.npz,303733921724f1396edb33ecd503409ca156a96767fdbc33d9eaaa5cf2a2bc94
mta,ignnk_off,0,1,no shift,inside,960.61432012443504,946.0744244717755,638.72481956601712,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,960.52431745797219,960.52431745797219,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p1_no_shift_inside.npz,d8e2aa099d83ae1e4eb384d95e912c9a79020a461a9b11ae9b38523ad0ea033a
mta,ignnk_off,0,1,no shift,outside,963.99047643684958,946.0744244717755,640.8436092925723,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,963.88893526727077,963.88893526727077,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p1_no_shift_outside.npz,ee1c71a5a05891926b1dd3e503436f53543dcc3576bed26fed8b0a3e802b1c39
mta,ignnk_off,0,2,no shift,inside,1116.8399124822731,1056.5591154997637,665.21950427652689,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,1116.7396269594842,1116.7396269594842,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p2_no_shift_inside.npz,9e258756aecb485ddcd9f268e37c40dd48e3de874d1e9ad9f9f44410894f0b2a
mta,ignnk_off,0,2,no shift,outside,1101.240370916277,1056.5591154997637,670.7288228025842,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,1101.154697921043,1101.154697921043,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p2_no_shift_outside.npz,99fc32837069f75b1ca8b30b82f67644ac8da4cb7542db5d7274d34cd6ee185e
mta,ignnk_off,0,3,no shift,inside,1041.2273940101702,998.22085567118677,618.1920085298035,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,1041.0594156323878,1041.0594156323878,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p3_no_shift_inside.npz,a1117363840266c198cb9432e62a843eb7b98464a4e424dfbf8ff99bc0560efd
mta,ignnk_off,0,3,no shift,outside,1058.7900077525492,998.22085567118677,617.71818118853855,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,1058.6145870271869,1058.6145870271869,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p3_no_shift_outside.npz,8f0927a1345a0cdc1f9b47a57d2eb281c466677cba10039713d571bd7f58c6a8
mta,ignnk_off,0,4,no shift,inside,1034.8508746224061,974.10044654583658,610.53154901284825,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,1034.6768222327994,1034.6768222327994,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p4_no_shift_inside.npz,4be00376930451c88bc8c219b155bf7cb2a8d21ed566d040ff0021835b4dfe07
mta,ignnk_off,0,4,no shift,outside,1037.4992021276596,974.10044654583658,603.90173912763157,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,1037.3364676339286,1037.3364676339286,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p4_no_shift_outside.npz,6a98e233c32c0ba6bc304dd9a1033eb7ebc92c06b2e1fa8b083ab8bc466a5e73
mta,ignnk_off,0,0,regional shift,inside,367.36823584138409,248.30599369085172,153.8801707664139,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,367.30694818677097,367.30694818677097,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p0_regional_shift_inside.npz,bdff36ffc438b73694efa0aca43ed8c9121979976f4e4fae44d0d07981cdcdc2
mta,ignnk_off,0,0,regional shift,outside,433.9578480300342,248.30599369085172,155.82280772812058,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,433.96302588239541,433.96302588239541,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p0_regional_shift_outside.npz,34d42653c046ad64c7cd65e597844028dfa317972801c94eb8436cded22dfe8b
mta,ignnk_off,0,1,regional shift,inside,326.19127300306161,236.51860611794388,159.65467919311348,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,326.21685176976621,326.21685176976621,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p1_regional_shift_inside.npz,ea718931d0a9a5e90da3b33000037a76f3590e49646196673cdcc9b8bc08e53c
mta,ignnk_off,0,1,regional shift,outside,382.9762360552665,236.51860611794388,160.21150760772235,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,383.04960516811138,383.04960516811138,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p1_regional_shift_outside.npz,fda08faa56fff0c14211b6d29330f33fec6f5af360d1611c16a974beb0cdaee5
mta,ignnk_off,0,2,regional shift,inside,395.0172754978268,264.13977887494093,166.27817808148609,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,394.99999764090563,394.99999764090558,5.6843418860808015e-14,results_mta/coverage_matched_predictions/ignnk_off_ts0_p2_regional_shift_inside.npz,5c3adfc34c3fd55beef75b0456f8e41ab4f24f07917ec0af9eeb574eb2661dee
mta,ignnk_off,0,2,regional shift,outside,440.05997824367091,264.13977887494093,167.68460021856967,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,440.05088771695461,440.05088771695461,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p2_regional_shift_outside.npz,2f056f5095ff2728adeb9fad8e25e6c89e7bdbf9312d9df2d21bfa72f5bcfe84
mta,ignnk_off,0,3,regional shift,inside,367.96535476946019,249.55521391779669,154.53149023371401,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,367.9543369943525,367.9543369943525,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p3_regional_shift_inside.npz,85431105621d347d5961a52bbbb8eb10959055447db30bfc90929ededd3d41d2
mta,ignnk_off,0,3,regional shift,outside,448.54205244632345,249.55521391779669,154.42793466022005,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,448.56916802107958,448.56916802107958,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p3_regional_shift_outside.npz,58c6e7982647d10817c00c10570a931fa8270293797ec535d7b951d7c785db1e
mta,ignnk_off,0,4,regional shift,inside,362.13650204393224,243.52511163645914,152.6169901479139,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,362.09322745699842,362.09322745699842,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p4_regional_shift_inside.npz,dea8cafca7be91c816f087e64bb0d86569d51901444330919c1b58d6359644e8
mta,ignnk_off,0,4,regional shift,outside,408.0619061104544,243.52511163645914,150.97627092231934,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,408.0198398109244,408.0198398109244,0,results_mta/coverage_matched_predictions/ignnk_off_ts0_p4_regional_shift_outside.npz,d29141092a41ea50bd1e1534a5c3f75754f74c2191055b4d41e58bd69e836065
mta,ignnk_off,1,0,no shift,inside,922.88151986395894,993.22397476340689,615.58343963507514,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,922.58523760968365,922.58523760968365,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p0_no_shift_inside.npz,f955db795289f6c5bb270588f0ad297701bc70a9a65643950630ea31304ccb9f
mta,ignnk_off,1,0,no shift,outside,923.27592706690325,993.22397476340689,623.27623474511495,65,66,0.8412481727836516,target_and_lag7_valid,19020,19032,922.93680626707646,922.93680626707635,1.1368683772161603e-13,results_mta/coverage_matched_predictions/ignnk_off_ts1_p0_no_shift_outside.npz,4df668cdc5640bf8c45fdd129e5ef8b68250d3243bbd0a3651347ba8f33e6a71
mta,ignnk_off,1,1,no shift,inside,830.36827523848945,946.0744244717755,638.72481956601712,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,830.24373563501445,830.24373563501445,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p1_no_shift_inside.npz,9f8efed2430f17f643dcd19410cf601c016e843671aa6f0a5fc28008ca2f622a
mta,ignnk_off,1,1,no shift,outside,846.67369857366236,946.0744244717755,640.8436092925723,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,846.51492604084581,846.51492604084581,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p1_no_shift_outside.npz,f455a285e801e606a0567ffd5545437712b1ef63712f16bfa13e9515729e1930
mta,ignnk_off,1,2,no shift,inside,969.14139480146014,1056.5591154997637,665.21950427652689,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,969.00809312966078,969.00809312966078,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p2_no_shift_inside.npz,3d9c08353e640bdc837bd5b99070f8de3d5d71ae9cf5a63986ff8359d63a6b67
mta,ignnk_off,1,2,no shift,outside,947.08676105625295,1056.5591154997637,670.7288228025842,65,66,0.8412481727836516,target_and_lag7_valid,19039,19042,946.95893575714206,946.95893575714194,1.1368683772161603e-13,results_mta/coverage_matched_predictions/ignnk_off_ts1_p2_no_shift_outside.npz,58335b251bf92247ba3e994fd0cd24ab3dde9e0bfe235d3b1ff405a5360252a5
mta,ignnk_off,1,3,no shift,inside,884.00284889756119,998.22085567118677,618.1920085298035,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,883.85154813501447,883.85154813501447,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p3_no_shift_inside.npz,61e9f7f87fc1e93fb45e380d73f9c9bee92eb18c4f56a60e6730d16d06722fc8
mta,ignnk_off,1,3,no shift,outside,900.63272955429409,998.22085567118677,617.71818118853855,65,66,0.8412481727836516,target_and_lag7_valid,19026,19035,900.47410608747043,900.47410608747043,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p3_no_shift_outside.npz,4486db6c8cbbb85cb6e2826924cdffd76693a41749d13fdb5a08e439f9dd3a39
mta,ignnk_off,1,4,no shift,inside,894.68799251379039,974.10044654583658,610.53154901284825,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,894.50075334821429,894.50075334821429,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p4_no_shift_inside.npz,b8c690b4c9872ec41e8f5aee6e809befcd0221ca8635a26404d24b3d8b444872
mta,ignnk_off,1,4,no shift,outside,890.04548529025476,974.10044654583658,603.90173912763157,65,66,0.8412481727836516,target_and_lag7_valid,19035,19040,889.85560169380256,889.85560169380256,0,results_mta/coverage_matched_predictions/ignnk_off_ts1_p4_no_shift_outside.npz,2e36b4dde5f1cbf3f53819bfff69d869e2a7b0a32762e1c75a00cbd3260fde78
