model,metric,contrast,train_seed,placement_seed,value,dataset,score_support_status
spin_c,MAE,outside_penalty_regional_shift,1,1,1.011246419429547,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,1,2,0.72141511254672963,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,1,3,-0.04946488247602332,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,1,4,-0.31362734006785331,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,2,0,0.35909217302535268,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,2,1,1.1878875777059932,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,2,2,0.91180750243783137,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,2,3,0.47348822474810248,cta,unverified
spin_c,MAE,outside_penalty_regional_shift,2,4,-0.077999457835613129,cta,unverified
spin_c,MAE,shift_excess_penalty,0,0,-0.76195840697627304,cta,unverified
spin_c,MAE,shift_excess_penalty,0,1,-3.3420625609458767,cta,unverified
spin_c,MAE,shift_excess_penalty,0,2,-2.7899989080530005,cta,unverified
spin_c,MAE,shift_excess_penalty,0,3,-1.5580772971517902,cta,unverified
spin_c,MAE,shift_excess_penalty,0,4,0.54621237226757913,cta,unverified
spin_c,MAE,shift_excess_penalty,1,0,-1.4981562284150129,cta,unverified
spin_c,MAE,shift_excess_penalty,1,1,-2.9545832571509791,cta,unverified
spin_c,MAE,shift_excess_penalty,1,2,-2.1371929851292535,cta,unverified
spin_c,MAE,shift_excess_penalty,1,3,0.14682021219325492,cta,unverified
spin_c,MAE,shift_excess_penalty,1,4,0.90654726987851575,cta,unverified
spin_c,MAE,shift_excess_penalty,2,0,-1.0931478420079728,cta,unverified
spin_c,MAE,shift_excess_penalty,2,1,-3.4004293510279524,cta,unverified
spin_c,MAE,shift_excess_penalty,2,2,-2.5581284028116542,cta,unverified
spin_c,MAE,shift_excess_penalty,2,3,-1.4088328990939161,cta,unverified
spin_c,MAE,shift_excess_penalty,2,4,0.20827794241629149,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,0,0,2.1086262703407215,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,0,1,7.0544107834846841,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,0,2,7.7586199535541596,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,0,3,1.3188648766354163,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,0,4,1.2981822415133024,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,1,0,3.4003025788360333,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,1,1,13.083917794800328,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,1,2,8.6508619239344853,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,1,3,6.3825307046613489,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,1,4,0.98724751105913811,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,2,0,12.043510596964893,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,2,1,17.347352314165789,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,2,2,14.908286132018958,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,2,3,3.2137707692131983,cta,unverified
ignnk_off,MAE,outside_penalty_no_shift,2,4,2.5243679563068895,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,0,0,21.172001514282911,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,0,1,28.53433074281601,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,0,2,28.890139595427286,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,0,3,16.586857917695141,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,0,4,17.773188399586573,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,1,0,23.491948656429031,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,1,1,34.290545476736469,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,1,2,35.295949146376756,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,1,3,20.599832327408862,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,1,4,19.849987548947155,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,2,0,22.683560023438773,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,2,1,29.47557046296015,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,2,2,27.737457052200142,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,2,3,19.701436370596639,cta,unverified
ignnk_off,MAE,outside_penalty_regional_shift,2,4,17.317479865639754,cta,unverified
ignnk_off,MAE,shift_excess_penalty,0,0,19.06337524394219,cta,unverified
ignnk_off,MAE,shift_excess_penalty,0,1,21.479919959331326,cta,unverified
ignnk_off,MAE,shift_excess_penalty,0,2,21.131519641873126,cta,unverified
ignnk_off,MAE,shift_excess_penalty,0,3,15.267993041059725,cta,unverified
ignnk_off,MAE,shift_excess_penalty,0,4,16.475006158073271,cta,unverified
ignnk_off,MAE,shift_excess_penalty,1,0,20.091646077592998,cta,unverified
ignnk_off,MAE,shift_excess_penalty,1,1,21.206627681936141,cta,unverified
ignnk_off,MAE,shift_excess_penalty,1,2,26.645087222442271,cta,unverified
ignnk_off,MAE,shift_excess_penalty,1,3,14.217301622747513,cta,unverified
ignnk_off,MAE,shift_excess_penalty,1,4,18.862740037888017,cta,unverified
ignnk_off,MAE,shift_excess_penalty,2,0,10.64004942647388,cta,unverified
ignnk_off,MAE,shift_excess_penalty,2,1,12.12821814879436,cta,unverified
ignnk_off,MAE,shift_excess_penalty,2,2,12.829170920181184,cta,unverified
ignnk_off,MAE,shift_excess_penalty,2,3,16.487665601383441,cta,unverified
ignnk_off,MAE,shift_excess_penalty,2,4,14.793111909332865,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,0,0,6.0128828321804519,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,0,1,15.70100213120125,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,0,2,14.562564754997538,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,0,3,7.5745879963280061,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,0,4,3.4402108616350802,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,1,0,4.8571631724362021,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,1,1,15.54553926946204,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,1,2,13.923841139484779,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,1,3,8.0706756755469939,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,1,4,2.7453197849372373,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,2,0,4.7540529803805214,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,2,1,14.424613755485126,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,2,2,14.950649470405693,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,2,3,7.3305289499278672,cta,unverified
ignnk_off_c,MAE,outside_penalty_no_shift,2,4,3.8858260674416698,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,0,0,1.5237676235169744,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,0,1,3.9199893678007598,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,0,2,3.6631888233509073,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,0,3,1.8786834959826493,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,0,4,0.83875336035585235,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,1,0,1.2225685014233392,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,1,1,3.8744281165564516,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,1,2,3.4949975375642524,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,1,3,2.0006532537322954,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,1,4,0.66062706783499081,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,2,0,1.2021461262386026,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,2,1,3.5935165328396721,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,2,2,3.7542625810389794,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,2,3,1.8183549905470358,cta,unverified
ignnk_off_c,MAE,outside_penalty_regional_shift,2,4,0.95015854062868499,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,0,0,-4.4891152086634776,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,0,1,-11.78101276340049,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,0,2,-10.899375931646631,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,0,3,-5.6959045003453568,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,0,4,-2.6014575012792278,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,1,0,-3.6345946710128629,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,1,1,-11.671111152905588,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,1,2,-10.428843601920526,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,1,3,-6.0700224218146985,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,1,4,-2.0846927171022465,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,2,0,-3.5519068541419188,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,2,1,-10.831097222645454,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,2,2,-11.196386889366714,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,2,3,-5.5121739593808314,cta,unverified
ignnk_off_c,MAE,shift_excess_penalty,2,4,-2.9356675268129848,cta,unverified
spin,MAE,krin_reduction,0,0,55.515245040528995,cta,unverified
spin,MAE,krin_reduction,0,1,55.109418169998435,cta,unverified
spin,MAE,krin_reduction,0,2,69.576723562185151,cta,unverified
spin,MAE,krin_reduction,0,3,63.262646904965017,cta,unverified
spin,MAE,krin_reduction,0,4,65.078634945605813,cta,unverified
spin,MAE,krin_reduction,1,0,27.153081925229557,cta,unverified
spin,MAE,krin_reduction,1,1,31.675084816349774,cta,unverified
spin,MAE,krin_reduction,1,2,30.052068731716311,cta,unverified
spin,MAE,krin_reduction,1,3,43.093333219059822,cta,unverified
spin,MAE,krin_reduction,1,4,21.136429733209383,cta,unverified
spin,MAE,krin_reduction,2,0,75.291603498801379,cta,unverified
spin,MAE,krin_reduction,2,1,77.296185232305376,cta,unverified
spin,MAE,krin_reduction,2,2,83.698413121647974,cta,unverified
spin,MAE,krin_reduction,2,3,82.37413945687058,cta,unverified
spin,MAE,krin_reduction,2,4,59.197473698043652,cta,unverified
ignnk_off,MAE,krin_reduction,0,0,23.552490452605667,cta,unverified
ignnk_off,MAE,krin_reduction,0,1,33.260932722731816,cta,unverified
ignnk_off,MAE,krin_reduction,0,2,32.030895573519757,cta,unverified
ignnk_off,MAE,krin_reduction,0,3,20.963897541405082,cta,unverified
ignnk_off,MAE,krin_reduction,0,4,19.076463659352498,cta,unverified
ignnk_off,MAE,krin_reduction,1,0,23.726240748605861,cta,unverified
ignnk_off,MAE,krin_reduction,1,1,32.877738834841729,cta,unverified
ignnk_off,MAE,krin_reduction,1,2,37.073930824362797,cta,unverified
ignnk_off,MAE,krin_reduction,1,3,20.287324044562212,cta,unverified
ignnk_off,MAE,krin_reduction,1,4,20.947432754990263,cta,unverified
ignnk_off,MAE,krin_reduction,2,0,14.191956280615798,cta,unverified
ignnk_off,MAE,krin_reduction,2,1,22.959315371439814,cta,unverified
ignnk_off,MAE,krin_reduction,2,2,24.025557809547898,cta,unverified
ignnk_off,MAE,krin_reduction,2,3,21.999839560764272,cta,unverified
ignnk_off,MAE,krin_reduction,2,4,17.72877943614585,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,0,0,0.014672287667686024,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,0,1,0.026335059406716099,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,0,2,0.018895830729401153,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,0,3,0.072749850574807096,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,0,4,0.0029607373577796858,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,1,0,-0.0063095041078241598,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,1,1,-0.031202196619893874,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,1,2,0.0091708622522971295,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,1,3,0.0053187131772036711,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,1,4,0.035146225505466422,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,2,0,-0.012249850107877713,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,2,1,-0.042976214766073051,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,2,2,-0.0080543354091267005,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,2,3,0.094659933351096015,cta,unverified
spin,MAE_over_snaive7,outside_penalty_no_shift,2,4,0.0669370537458156,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,0,0,1.0598926641458042,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,0,1,1.0472265977013531,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,0,2,1.082695346030413,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,0,3,1.3758060288221416,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,0,4,1.6091201730996492,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,1,0,0.44388088628407207,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,1,1,0.39774926878212558,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,1,2,0.45762649021503576,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,1,3,0.78146498566375344,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,1,4,0.67710036145352759,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,2,0,1.307773116169924,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,2,1,1.1725989061579398,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,2,2,1.1913395362059913,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,2,3,1.8020626926857284,cta,unverified
spin,MAE_over_snaive7,outside_penalty_regional_shift,2,4,1.7136556407270607,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,0,0,1.0452203764781181,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,0,1,1.0208915382946371,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,0,2,1.0637995153010118,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,0,3,1.3030561782473344,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,0,4,1.6061594357418696,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,1,0,0.45019039039189623,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,1,1,0.42895146540201945,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,1,2,0.44845562796273863,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,1,3,0.77614627248654977,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,1,4,0.64195413594806117,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,2,0,1.3200229662778016,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,2,1,1.2155751209240129,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,2,2,1.199393871615118,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,2,3,1.7074027593346324,cta,unverified
spin,MAE_over_snaive7,shift_excess_penalty,2,4,1.6467185869812451,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,0,0,0.0045895523704871932,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,0,1,0.020513396635935766,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,0,2,0.014160527513759513,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,0,3,0.0091454289730761307,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,0,4,-0.0045531254172043178,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,1,0,0.0090106734521178122,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,1,1,0.018039171765693807,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,1,2,0.010776612416038722,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,1,3,-0.00086270503440133428,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,1,4,-0.0074246158011066488,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,2,0,0.0066388151965722786,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,2,1,0.020870648500527444,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,2,2,0.01308124551587575,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,2,3,0.0082731086261774722,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_no_shift,2,4,-0.0017419635616769957,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,0,0,0.0044252479906654596,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,0,1,0.021246093025181323,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,0,2,0.01457025431839154,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,0,3,0.0091896995906276535,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,0,4,-0.0049179552101721313,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,1,0,0.0086478217953549485,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,1,1,0.018399224722390417,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,1,2,0.010878596566363252,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,1,3,-0.00086962493428321963,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,1,4,-0.007633538628800618,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,2,0,0.0065662605370261362,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,2,1,0.021613140048968305,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,2,2,0.013749623195704719,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,2,3,0.0083242321768383087,cta,unverified
spin_c,MAE_over_snaive7,outside_penalty_regional_shift,2,4,-0.001898469292520355,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,0,0,-0.00016430437982173363,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,0,1,0.00073269638924555736,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,0,2,0.00040972680463202682,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,0,3,4.427061755152284e-05,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,0,4,-0.00036482979296781348,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,1,0,-0.00036285165676286368,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,1,1,0.00036005295669661042,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,1,2,0.00010198415032453001,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,1,3,-6.9198998818853497e-06,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,1,4,-0.00020892282769396919,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,2,0,-7.2554659546142375e-05,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,2,1,0.00074249154844086007,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,2,2,0.00066837767982896867,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,2,3,5.1123550660836514e-05,cta,unverified
spin_c,MAE_over_snaive7,shift_excess_penalty,2,4,-0.00015650573084335928,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,0,0,0.0096394397499840467,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,0,1,0.032088046690589955,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,0,2,0.029249074117845164,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,0,3,0.0057966264360802544,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,0,4,0.0078992828604090848,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,1,0,0.015544249021951506,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,1,1,0.059514164680952386,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,1,2,0.03261272018878747,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,1,3,0.028052264388235271,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,1,4,0.0060072824089782983,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,2,0,0.055056079121587609,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,2,1,0.078907036760354377,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,2,2,0.056202464955860454,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,2,3,0.014125047175301386,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_no_shift,2,4,0.015360475511801641,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,0,0,0.38714538627183637,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,0,1,0.5191707516119044,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,0,2,0.43564955590559951,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,0,3,0.29160779333969034,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,0,4,0.43259085823270982,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,1,0,0.42956730050939651,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,1,1,0.62390277973565489,cta,unverified
ignnk_off,MAE_over_snaive7,outside_penalty_regional_shift,1,2,0.53224611532577937,cta,unverified
